Date,Type,Category,Amount
2022-05-25,Expense,Bills,211.86
2022-05-26,Income,Rental Income,3864.67
2022-05-26,Income,Rental Income,3263.27
2022-05-26,Expense,Travel,198.66
2022-05-26,Expense,Transportation,290.59
2022-05-27,Income,Freelance,1947.57
2022-05-27,Income,Investments,2512.21
2022-05-27,Expense,Health,169.02
2022-05-27,Expense,Transportation,228.24
2022-05-27,Expense,Food,72.24
2022-05-28,Income,Gifts,1073.78
2022-05-28,Expense,Transport,80.03
2022-05-28,Expense,Bills,146.55
2022-05-28,Expense,Entertainment,199.35
2022-05-29,Income,Gifts,256.88
2022-05-29,Income,Rental Income,3955.13
2022-05-29,Expense,Bills,73.68
2022-05-29,Expense,Shopping,276.78
2022-05-30,Income,Freelance,3192.7
2022-05-30,Expense,Other,225.17
2022-05-30,Expense,Education,176.59
2022-05-30,Expense,Education,221.25
2022-05-30,Expense,Other,294.61
2022-05-31,Income,Rental Income,1558.8
2022-05-31,Expense,Utilities,267.0
2022-05-31,Expense,Education,237.41
2022-05-31,Expense,Utilities,145.99
2022-06-01,Income,Salary,3693.01
2022-06-01,Income,Gifts,2682.24
2022-06-01,Expense,Other,245.56
2022-06-01,Expense,Subscriptions,19.92
2022-06-01,Expense,Education,111.24
2022-06-02,Income,Freelance,3105.58
2022-06-02,Expense,Travel,283.04
2022-06-02,Expense,Other,106.64
2022-06-02,Expense,Shopping,80.72
2022-06-03,Income,Rental Income,1596.0
2022-06-03,Income,Salary,2124.43
2022-06-03,Expense,Other,175.32
2022-06-03,Expense,Subscriptions,156.45
2022-06-03,Expense,Insurance,59.51
2022-06-03,Expense,Shopping,231.79
2022-06-04,Income,Investments,4183.2
2022-06-04,Expense,Subscriptions,167.33
2022-06-04,Expense,Travel,140.79
2022-06-04,Expense,Entertainment,183.4
2022-06-04,Expense,Transport,51.05
2022-06-04,Expense,Utilities,63.11
2022-06-05,Income,Freelance,3791.47
2022-06-05,Expense,Subscriptions,8.89
2022-06-05,Expense,Transport,261.39
2022-06-05,Expense,Other,44.96
2022-06-05,Expense,Entertainment,18.24
2022-06-06,Income,Freelance,1997.61
2022-06-06,Income,Freelance,1523.02
2022-06-06,Expense,Transportation,282.61
2022-06-06,Expense,Bills,239.41
2022-06-06,Expense,Food,28.18
2022-06-06,Expense,Travel,217.31
2022-06-06,Expense,Bills,67.96
2022-06-07,Income,Freelance,3873.37
2022-06-07,Income,Salary,2633.82
2022-06-07,Expense,Food,182.4
2022-06-07,Expense,Subscriptions,215.76
2022-06-07,Expense,Other,263.32
2022-06-07,Expense,Utilities,118.22
2022-06-07,Expense,Transport,67.55
2022-06-08,Income,Investments,1387.66
2022-06-08,Expense,Transportation,190.91
2022-06-08,Expense,Food,30.37
2022-06-09,Income,Rental Income,1342.86
2022-06-09,Income,Salary,1801.78
2022-06-09,Expense,Travel,151.49
2022-06-09,Expense,Transport,66.69
2022-06-09,Expense,Travel,72.98
2022-06-10,Income,Freelance,2378.63
2022-06-10,Expense,Transport,23.71
2022-06-10,Expense,Utilities,99.8
2022-06-10,Expense,Bills,196.58
2022-06-10,Expense,Education,150.03
2022-06-11,Income,Gifts,4620.51
2022-06-11,Expense,Bills,298.64
2022-06-11,Expense,Transport,266.67
2022-06-12,Income,Salary,4021.63
2022-06-12,Income,Freelance,773.47
2022-06-12,Expense,Insurance,8.94
2022-06-12,Expense,Food,126.84
2022-06-12,Expense,Entertainment,105.09
2022-06-12,Expense,Education,262.13
2022-06-12,Expense,Other,218.73
2022-06-13,Income,Investments,789.99
2022-06-13,Income,Gifts,2623.25
2022-06-13,Expense,Entertainment,186.76
2022-06-13,Expense,Transport,151.67
2022-06-13,Expense,Transport,136.93
2022-06-13,Expense,Entertainment,103.39
2022-06-13,Expense,Transport,80.87
2022-06-14,Income,Salary,1386.24
2022-06-14,Income,Freelance,4462.66
2022-06-14,Expense,Utilities,231.75
2022-06-14,Expense,Food,219.04
2022-06-14,Expense,Shopping,241.49
2022-06-15,Income,Rental Income,2028.69
2022-06-15,Expense,Food,176.08
2022-06-15,Expense,Education,97.46
2022-06-15,Expense,Insurance,210.53
2022-06-16,Income,Freelance,2634.67
2022-06-16,Income,Freelance,2619.51
2022-06-16,Expense,Health,39.26
2022-06-16,Expense,Education,227.35
2022-06-16,Expense,Insurance,174.78
2022-06-16,Expense,Entertainment,160.06
2022-06-16,Expense,Education,179.61
2022-06-17,Income,Investments,1625.92
2022-06-17,Expense,Utilities,245.78
2022-06-17,Expense,Travel,114.13
2022-06-17,Expense,Travel,147.3
2022-06-17,Expense,Utilities,142.41
2022-06-18,Income,Gifts,1894.42
2022-06-18,Expense,Transport,176.79
2022-06-18,Expense,Transportation,292.36
2022-06-18,Expense,Shopping,267.07
2022-06-18,Expense,Insurance,25.5
2022-06-18,Expense,Bills,216.19
2022-06-19,Income,Gifts,2706.26
2022-06-19,Income,Gifts,3998.34
2022-06-19,Expense,Health,126.19
2022-06-19,Expense,Travel,272.4
2022-06-19,Expense,Health,238.65
2022-06-20,Income,Rental Income,3593.47
2022-06-20,Expense,Other,234.37
2022-06-20,Expense,Entertainment,88.34
2022-06-20,Expense,Health,236.75
2022-06-21,Income,Freelance,1882.06
2022-06-21,Income,Rental Income,3130.8
2022-06-21,Expense,Health,156.71
2022-06-21,Expense,Insurance,145.65
2022-06-21,Expense,Utilities,253.46
2022-06-21,Expense,Utilities,26.14
2022-06-21,Expense,Shopping,219.21
2022-06-22,Income,Salary,3272.05
2022-06-22,Income,Salary,3533.0
2022-06-22,Expense,Subscriptions,274.4
2022-06-22,Expense,Education,291.69
2022-06-22,Expense,Transportation,12.09
2022-06-22,Expense,Transport,275.58
2022-06-23,Income,Investments,4209.64
2022-06-23,Income,Investments,2372.81
2022-06-23,Expense,Shopping,178.79
2022-06-23,Expense,Subscriptions,173.67
2022-06-23,Expense,Entertainment,28.97
2022-06-24,Income,Freelance,4355.08
2022-06-24,Income,Rental Income,3536.6
2022-06-24,Expense,Utilities,277.33
2022-06-24,Expense,Insurance,292.95
2022-06-25,Income,Rental Income,726.54
2022-06-25,Income,Salary,975.87
2022-06-25,Expense,Health,97.84
2022-06-25,Expense,Utilities,92.29
2022-06-26,Income,Investments,1126.77
2022-06-26,Expense,Utilities,212.79
2022-06-26,Expense,Travel,273.55
2022-06-26,Expense,Subscriptions,226.02
2022-06-26,Expense,Health,35.41
2022-06-26,Expense,Education,297.29
2022-06-27,Income,Gifts,157.21
2022-06-27,Expense,Travel,33.67
2022-06-27,Expense,Health,212.0
2022-06-27,Expense,Other,53.01
2022-06-27,Expense,Health,188.54
2022-06-27,Expense,Other,258.74
2022-06-28,Income,Gifts,3060.88
2022-06-28,Expense,Utilities,288.3
2022-06-28,Expense,Food,270.22
2022-06-28,Expense,Insurance,259.24
2022-06-28,Expense,Food,216.49
2022-06-29,Income,Investments,2060.1
2022-06-29,Expense,Subscriptions,164.84
2022-06-29,Expense,Education,131.82
2022-06-29,Expense,Utilities,129.9
2022-06-29,Expense,Shopping,49.07
2022-06-29,Expense,Education,140.25
2022-06-30,Income,Freelance,3527.16
2022-06-30,Expense,Entertainment,119.22
2022-06-30,Expense,Transportation,117.66
2022-06-30,Expense,Bills,114.91
2022-07-01,Income,Salary,2467.85
2022-07-01,Expense,Food,255.1
2022-07-01,Expense,Education,250.98
2022-07-02,Income,Freelance,4984.02
2022-07-02,Income,Freelance,3968.55
2022-07-02,Expense,Utilities,259.45
2022-07-02,Expense,Insurance,88.96
2022-07-02,Expense,Food,55.15
2022-07-02,Expense,Insurance,185.66
2022-07-02,Expense,Other,267.89
2022-07-03,Income,Rental Income,4537.68
2022-07-03,Expense,Subscriptions,208.1
2022-07-03,Expense,Transportation,163.03
2022-07-03,Expense,Travel,82.63
2022-07-03,Expense,Food,271.66
2022-07-03,Expense,Transport,145.91
2022-07-04,Income,Salary,1491.19
2022-07-04,Expense,Education,225.96
2022-07-04,Expense,Transport,17.84
2022-07-04,Expense,Other,71.19
2022-07-05,Income,Salary,462.15
2022-07-05,Expense,Education,199.5
2022-07-05,Expense,Travel,71.4
2022-07-05,Expense,Other,27.1
2022-07-05,Expense,Travel,132.39
2022-07-05,Expense,Bills,177.15
2022-07-06,Income,Rental Income,2669.98
2022-07-06,Expense,Entertainment,50.76
2022-07-06,Expense,Food,184.2
2022-07-06,Expense,Insurance,153.54
2022-07-06,Expense,Other,46.92
2022-07-07,Income,Investments,1970.79
2022-07-07,Expense,Travel,82.33
2022-07-07,Expense,Entertainment,275.06
2022-07-08,Income,Investments,3140.77
2022-07-08,Income,Salary,3719.19
2022-07-08,Expense,Insurance,182.63
2022-07-08,Expense,Other,71.59
2022-07-08,Expense,Education,283.88
2022-07-08,Expense,Subscriptions,217.98
2022-07-08,Expense,Other,24.19
2022-07-09,Income,Rental Income,274.52
2022-07-09,Income,Rental Income,777.69
2022-07-09,Expense,Insurance,191.23
2022-07-09,Expense,Health,214.13
2022-07-09,Expense,Education,250.85
2022-07-09,Expense,Travel,99.14
2022-07-09,Expense,Transport,266.17
2022-07-10,Income,Salary,3576.81
2022-07-10,Expense,Insurance,77.48
2022-07-10,Expense,Bills,234.11
2022-07-10,Expense,Travel,297.56
2022-07-11,Income,Salary,2397.88
2022-07-11,Expense,Entertainment,139.39
2022-07-11,Expense,Subscriptions,290.14
2022-07-11,Expense,Travel,139.34
2022-07-11,Expense,Education,104.64
2022-07-12,Income,Freelance,2204.14
2022-07-12,Expense,Travel,23.96
2022-07-12,Expense,Health,16.76
2022-07-13,Income,Gifts,4683.37
2022-07-13,Income,Salary,3054.67
2022-07-13,Expense,Shopping,116.77
2022-07-13,Expense,Food,234.53
2022-07-13,Expense,Education,191.2
2022-07-14,Income,Investments,3901.34
2022-07-14,Income,Salary,1853.49
2022-07-14,Expense,Transport,255.67
2022-07-14,Expense,Shopping,85.43
2022-07-14,Expense,Entertainment,60.71
2022-07-15,Income,Rental Income,4157.31
2022-07-15,Expense,Education,209.88
2022-07-15,Expense,Entertainment,257.42
2022-07-15,Expense,Travel,211.96
2022-07-15,Expense,Subscriptions,281.33
2022-07-16,Income,Gifts,3755.14
2022-07-16,Expense,Travel,102.61
2022-07-16,Expense,Transport,90.6
2022-07-16,Expense,Food,78.76
2022-07-17,Income,Rental Income,3416.24
2022-07-17,Expense,Food,10.24
2022-07-17,Expense,Other,241.9
2022-07-18,Income,Salary,3919.34
2022-07-18,Income,Freelance,838.92
2022-07-18,Expense,Other,76.49
2022-07-18,Expense,Transportation,162.83
2022-07-18,Expense,Utilities,199.98
2022-07-18,Expense,Other,221.6
2022-07-18,Expense,Other,159.82
2022-07-19,Income,Freelance,4632.26
2022-07-19,Income,Gifts,3183.75
2022-07-19,Expense,Entertainment,80.12
2022-07-19,Expense,Travel,25.52
2022-07-19,Expense,Health,217.57
2022-07-19,Expense,Food,118.18
2022-07-20,Income,Gifts,199.11
2022-07-20,Expense,Other,138.05
2022-07-20,Expense,Bills,170.94
2022-07-20,Expense,Insurance,239.61
2022-07-21,Income,Freelance,589.02
2022-07-21,Income,Investments,1109.63
2022-07-21,Expense,Health,215.75
2022-07-21,Expense,Entertainment,205.57
2022-07-21,Expense,Transport,298.96
2022-07-21,Expense,Utilities,35.93
2022-07-21,Expense,Travel,107.01
2022-07-22,Income,Salary,838.32
2022-07-22,Expense,Bills,232.0
2022-07-22,Expense,Transportation,204.36
2022-07-23,Income,Investments,538.71
2022-07-23,Expense,Subscriptions,197.04
2022-07-23,Expense,Other,206.53
2022-07-23,Expense,Education,199.21
2022-07-23,Expense,Travel,266.7
2022-07-24,Income,Rental Income,108.91
2022-07-24,Expense,Insurance,187.6
2022-07-24,Expense,Transportation,180.72
2022-07-24,Expense,Bills,30.57
2022-07-24,Expense,Other,76.48
2022-07-24,Expense,Health,294.78
2022-07-25,Income,Investments,1508.37
2022-07-25,Expense,Other,281.99
2022-07-25,Expense,Insurance,116.61
2022-07-25,Expense,Education,66.58
2022-07-26,Income,Investments,3016.42
2022-07-26,Income,Investments,4200.47
2022-07-26,Expense,Utilities,38.9
2022-07-26,Expense,Entertainment,29.83
2022-07-26,Expense,Travel,153.53
2022-07-26,Expense,Subscriptions,204.05
2022-07-26,Expense,Insurance,195.16
2022-07-27,Income,Salary,4326.2
2022-07-27,Expense,Bills,139.56
2022-07-27,Expense,Transportation,229.97
2022-07-28,Income,Rental Income,1859.17
2022-07-28,Income,Gifts,834.98
2022-07-28,Expense,Travel,262.53
2022-07-28,Expense,Shopping,138.67
2022-07-29,Income,Investments,1885.46
2022-07-29,Expense,Subscriptions,144.81
2022-07-29,Expense,Entertainment,101.82
2022-07-29,Expense,Health,78.62
2022-07-30,Income,Salary,2725.99
2022-07-30,Income,Rental Income,4046.59
2022-07-30,Expense,Utilities,184.12
2022-07-30,Expense,Food,217.02
2022-07-30,Expense,Transportation,62.61
2022-07-30,Expense,Travel,24.9
2022-07-30,Expense,Other,15.03
2022-07-31,Income,Investments,625.51
2022-07-31,Expense,Bills,129.18
2022-07-31,Expense,Subscriptions,209.06
2022-07-31,Expense,Health,296.39
2022-07-31,Expense,Shopping,222.55
2022-08-01,Income,Investments,3645.07
2022-08-01,Income,Freelance,2695.42
2022-08-01,Expense,Travel,170.66
2022-08-01,Expense,Entertainment,163.97
2022-08-02,Income,Salary,1476.55
2022-08-02,Expense,Bills,40.42
2022-08-02,Expense,Food,274.67
2022-08-03,Income,Investments,4445.56
2022-08-03,Income,Investments,4444.35
2022-08-03,Expense,Shopping,155.98
2022-08-03,Expense,Bills,99.45
2022-08-03,Expense,Transportation,134.12
2022-08-04,Income,Rental Income,2241.36
2022-08-04,Expense,Food,15.5
2022-08-04,Expense,Other,155.56
2022-08-04,Expense,Entertainment,296.35
2022-08-04,Expense,Bills,45.76
2022-08-05,Income,Gifts,2554.35
2022-08-05,Income,Salary,4741.86
2022-08-05,Expense,Entertainment,259.6
2022-08-05,Expense,Shopping,89.65
2022-08-06,Income,Rental Income,772.93
2022-08-06,Income,Rental Income,4889.98
2022-08-06,Expense,Travel,168.01
2022-08-06,Expense,Transport,168.66
2022-08-06,Expense,Food,224.08
2022-08-06,Expense,Transportation,100.61
2022-08-07,Income,Freelance,2507.96
2022-08-07,Expense,Education,277.75
2022-08-07,Expense,Food,246.31
2022-08-07,Expense,Shopping,120.37
2022-08-08,Income,Investments,4678.24
2022-08-08,Income,Freelance,1071.24
2022-08-08,Expense,Shopping,192.48
2022-08-08,Expense,Bills,275.83
2022-08-08,Expense,Health,35.26
2022-08-08,Expense,Subscriptions,277.1
2022-08-09,Income,Salary,1581.0
2022-08-09,Income,Freelance,317.99
2022-08-09,Expense,Food,82.91
2022-08-09,Expense,Shopping,7.59
2022-08-09,Expense,Insurance,158.86
2022-08-09,Expense,Transport,263.29
2022-08-10,Income,Gifts,3219.54
2022-08-10,Income,Investments,2050.75
2022-08-10,Expense,Transport,243.36
2022-08-10,Expense,Subscriptions,167.9
2022-08-11,Income,Salary,1116.8
2022-08-11,Expense,Shopping,101.7
2022-08-11,Expense,Food,132.26
2022-08-11,Expense,Insurance,39.98
2022-08-11,Expense,Utilities,117.09
2022-08-12,Income,Salary,261.42
2022-08-12,Income,Salary,4138.9
2022-08-12,Expense,Health,181.77
2022-08-12,Expense,Subscriptions,214.27
2022-08-13,Income,Freelance,4444.59
2022-08-13,Expense,Subscriptions,271.87
2022-08-13,Expense,Utilities,76.45
2022-08-13,Expense,Transportation,257.08
2022-08-13,Expense,Health,89.6
2022-08-14,Income,Gifts,1734.97
2022-08-14,Expense,Shopping,214.76
2022-08-14,Expense,Transport,211.56
2022-08-14,Expense,Bills,35.94
2022-08-14,Expense,Education,38.68
2022-08-15,Income,Gifts,3478.14
2022-08-15,Income,Investments,3873.1
2022-08-15,Expense,Insurance,106.16
2022-08-15,Expense,Bills,299.59
2022-08-15,Expense,Food,155.68
2022-08-15,Expense,Other,261.23
2022-08-16,Income,Gifts,2174.28
2022-08-16,Expense,Travel,205.87
2022-08-16,Expense,Shopping,134.41
2022-08-16,Expense,Transportation,137.86
2022-08-17,Income,Salary,4106.96
2022-08-17,Income,Rental Income,2101.5
2022-08-17,Expense,Education,191.63
2022-08-17,Expense,Travel,143.98
2022-08-17,Expense,Subscriptions,18.59
2022-08-17,Expense,Health,289.65
2022-08-18,Income,Investments,2871.42
2022-08-18,Expense,Education,299.86
2022-08-18,Expense,Bills,250.62
2022-08-18,Expense,Education,31.14
2022-08-18,Expense,Insurance,88.0
2022-08-19,Income,Gifts,4015.09
2022-08-19,Expense,Insurance,42.81
2022-08-19,Expense,Travel,131.27
2022-08-19,Expense,Entertainment,268.43
2022-08-20,Income,Salary,892.82
2022-08-20,Expense,Other,167.31
2022-08-20,Expense,Insurance,285.11
2022-08-20,Expense,Shopping,114.74
2022-08-20,Expense,Transport,5.8
2022-08-21,Income,Rental Income,118.31
2022-08-21,Income,Investments,2606.84
2022-08-21,Expense,Travel,254.54
2022-08-21,Expense,Utilities,110.99
2022-08-22,Income,Freelance,1459.61
2022-08-22,Income,Rental Income,1305.2
2022-08-22,Expense,Insurance,288.38
2022-08-22,Expense,Education,238.86
2022-08-22,Expense,Travel,244.05
2022-08-23,Income,Salary,2853.54
2022-08-23,Income,Freelance,448.25
2022-08-23,Expense,Education,118.56
2022-08-23,Expense,Transport,124.72
2022-08-24,Income,Freelance,4771.28
2022-08-24,Income,Salary,4287.1
2022-08-24,Expense,Utilities,217.92
2022-08-24,Expense,Education,50.87
2022-08-24,Expense,Utilities,155.2
2022-08-24,Expense,Health,55.43
2022-08-24,Expense,Health,98.58
2022-08-25,Income,Investments,3590.42
2022-08-25,Expense,Education,103.16
2022-08-25,Expense,Bills,45.77
2022-08-25,Expense,Transport,222.98
2022-08-25,Expense,Education,119.85
2022-08-25,Expense,Other,147.35
2022-08-26,Income,Salary,525.34
2022-08-26,Income,Investments,438.49
2022-08-26,Expense,Bills,198.39
2022-08-26,Expense,Transportation,47.34
2022-08-26,Expense,Entertainment,53.17
2022-08-27,Income,Rental Income,1126.87
2022-08-27,Income,Freelance,4771.24
2022-08-27,Expense,Entertainment,105.4
2022-08-27,Expense,Travel,156.69
2022-08-27,Expense,Bills,144.96
2022-08-28,Income,Investments,4727.27
2022-08-28,Expense,Other,294.2
2022-08-28,Expense,Health,289.03
2022-08-29,Income,Freelance,3824.44
2022-08-29,Expense,Travel,64.7
2022-08-29,Expense,Travel,206.18
2022-08-29,Expense,Transport,121.08
2022-08-30,Income,Salary,395.78
2022-08-30,Expense,Travel,298.71
2022-08-30,Expense,Food,210.3
2022-08-31,Income,Rental Income,1825.22
2022-08-31,Expense,Shopping,208.49
2022-08-31,Expense,Subscriptions,60.2
2022-09-01,Income,Freelance,255.98
2022-09-01,Expense,Health,247.57
2022-09-01,Expense,Education,289.18
2022-09-02,Income,Freelance,3426.71
2022-09-02,Expense,Insurance,249.54
2022-09-02,Expense,Bills,293.15
2022-09-03,Income,Freelance,4879.44
2022-09-03,Expense,Transportation,68.43
2022-09-03,Expense,Other,142.72
2022-09-03,Expense,Other,151.03
2022-09-03,Expense,Other,92.71
2022-09-03,Expense,Health,143.94
2022-09-04,Income,Investments,4151.42
2022-09-04,Expense,Transport,292.55
2022-09-04,Expense,Entertainment,41.82
2022-09-05,Income,Freelance,1472.75
2022-09-05,Income,Investments,1077.07
2022-09-05,Expense,Utilities,219.76
2022-09-05,Expense,Health,177.94
2022-09-05,Expense,Subscriptions,64.16
2022-09-06,Income,Gifts,1753.76
2022-09-06,Income,Investments,4612.67
2022-09-06,Expense,Insurance,113.26
2022-09-06,Expense,Subscriptions,218.93
2022-09-06,Expense,Other,13.32
2022-09-06,Expense,Utilities,250.63
2022-09-07,Income,Salary,322.68
2022-09-07,Expense,Health,99.91
2022-09-07,Expense,Entertainment,288.6
2022-09-08,Income,Freelance,1302.29
2022-09-08,Expense,Subscriptions,228.87
2022-09-08,Expense,Other,299.7
2022-09-09,Income,Freelance,1483.49
2022-09-09,Expense,Insurance,270.93
2022-09-09,Expense,Utilities,218.15
2022-09-09,Expense,Subscriptions,257.76
2022-09-10,Income,Rental Income,1592.2
2022-09-10,Income,Salary,910.16
2022-09-10,Expense,Other,260.58
2022-09-10,Expense,Travel,25.53
2022-09-11,Income,Freelance,2493.05
2022-09-11,Expense,Travel,39.23
2022-09-11,Expense,Utilities,46.6
2022-09-11,Expense,Entertainment,175.81
2022-09-11,Expense,Utilities,40.62
2022-09-12,Income,Investments,462.21
2022-09-12,Income,Investments,4479.42
2022-09-12,Expense,Education,215.41
2022-09-12,Expense,Transportation,35.51
2022-09-13,Income,Gifts,3652.71
2022-09-13,Expense,Food,60.23
2022-09-13,Expense,Subscriptions,190.48
2022-09-13,Expense,Other,174.4
2022-09-14,Income,Freelance,3277.0
2022-09-14,Income,Investments,439.7
2022-09-14,Expense,Entertainment,9.24
2022-09-14,Expense,Transport,94.33
2022-09-15,Income,Rental Income,4741.46
2022-09-15,Income,Freelance,4049.12
2022-09-15,Expense,Bills,22.97
2022-09-15,Expense,Subscriptions,153.04
2022-09-15,Expense,Transport,44.36
2022-09-16,Income,Salary,1604.87
2022-09-16,Expense,Utilities,114.12
2022-09-16,Expense,Education,266.62
2022-09-17,Income,Rental Income,4063.07
2022-09-17,Expense,Bills,221.98
2022-09-17,Expense,Entertainment,194.08
2022-09-17,Expense,Shopping,219.63
2022-09-17,Expense,Subscriptions,45.67
2022-09-18,Income,Investments,2010.06
2022-09-18,Income,Rental Income,101.03
2022-09-18,Expense,Shopping,286.45
2022-09-18,Expense,Transport,18.54
2022-09-18,Expense,Shopping,116.48
